"scenario","target","AgeGroup","tot_vacc","pre_vacc","pre_vacc_lo","pre_vacc_hi","post_vacc","post_vacc_lo","post_vacc_hi","pre_fatal","pre_fatal_lo","pre_fatal_hi","post_fatal","post_fatal_lo","post_fatal_hi","pre_daly","pre_daly_lo","pre_daly_hi","post_daly","post_daly_lo","post_daly_hi","diff","diff_low","diff_hi","diff_fatal","diff_fatal_low","diff_fatal_hi","diff_daly","diff_daly_low","diff_daly_hi","region","rho_p50","rho_p2.5","rho_p97.5","scenario_vacc","nnv","nnv_lo","nnv_hi","nnv_fatal","nnv_fatal_lo","nnv_fatal_hi","nnv_daly","nnv_daly_lo","nnv_daly_hi","tot_pop","tot_vacc_prop","age_gr","VE","VC","setting"
"Scenario_1","18-59 years",11,0,20734.8609479709,18426.6097285787,23476.6409352693,20734.8609479709,18426.6097285787,23476.6409352693,6.06647905815678,5.38750500600015,6.8722923111265,6.06647905815678,5.38750500600015,6.8722923111265,1828.33461730627,1618.52632418268,2076.37010934622,1828.33461730627,1618.52632418268,2076.37010934622,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,132005.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,665907,0,"40–44","VE0","cov10","High"
"Scenario_1","18-59 years",12,0,16533.0753723658,14714.3105889546,18681.3646714487,16533.0753723658,14714.3105889546,18681.3646714487,4.83714628060719,4.3021637785618,5.46853905415078,4.83714628060719,4.3021637785618,5.46853905415078,1457.83442240968,1292.53295199484,1652.19232492528,1457.83442240968,1292.53295199484,1652.19232492528,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,132005.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,566682,0,"45–49","VE0","cov10","High"
"Scenario_1","18-59 years",13,0,14308.8219870392,12713.3600057211,16194.4723993541,14308.8219870392,12713.3600057211,16194.4723993541,6.61612870739029,5.86642547637468,7.50000958144381,6.61612870739029,5.86642547637468,7.50000958144381,1306.38179077369,1155.86263675187,1483.39487158352,1306.38179077369,1155.86263675187,1483.39487158352,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,132005.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,517683,0,"50–54","VE0","cov10","High"
"Scenario_1","18-59 years",14,0,12491.2017293822,11085.8532666389,14152.9538031733,12491.2017293822,11085.8532666389,14152.9538031733,5.77569547139701,5.11532332972894,6.55462379422864,5.77569547139701,5.11532332972894,6.55462379422864,1140.4347960249,1007.85023410462,1296.4287629168,1140.4347960249,1007.85023410462,1296.4287629168,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,132005.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,479919,0,"55–59","VE0","cov10","High"
"Scenario_1","18-59 years",15,0,9222.59605127995,8206.66170331622,10424.3740044284,9222.59605127995,8206.66170331622,10424.3740044284,6.67692310123474,5.92481862805076,7.56357358009599,6.67692310123474,5.92481862805076,7.56357358009599,866.331158816925,767.039435667855,983.080233989566,866.331158816925,767.039435667855,983.080233989566,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,132005.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,377974,0,"60–64","VE0","cov10","High"
"Scenario_1","60+ years",16,0,6842.38116712865,6056.80386357711,7789.42315115664,6842.38116712865,6056.80386357711,7789.42315115664,4.95370854672902,4.37200638055044,5.6523070020991,4.95370854672902,4.37200638055044,5.6523070020991,642.743970637528,565.935147084998,734.72009447811,642.743970637528,565.935147084998,734.72009447811,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,132005.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,294923,0,"65–69","VE0","cov10","High"
"Scenario_1","60+ years",17,0,5199.46540497469,4627.92761165569,5901.10609100633,5199.46540497469,4627.92761165569,5901.10609100633,7.66160824760419,6.78261003346529,8.73231797787138,7.66160824760419,6.78261003346529,8.73231797787138,527.966361125442,466.409011172593,602.734675184651,527.966361125442,466.409011172593,602.734675184651,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,132005.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,240089,0,"70–74","VE0","cov10","High"
"Scenario_1","60+ years",18,0,3309.01364998771,2941.48652732704,3753.47302864229,3309.01364998771,2941.48652732704,3753.47302864229,4.8759563334962,4.31091154208428,5.55436370377357,4.8759563334962,4.31091154208428,5.55436370377357,336.005292780082,296.439484663725,383.382989251617,336.005292780082,296.439484663725,383.382989251617,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,132005.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,161761,0,"75–79","VE0","cov10","High"
"Scenario_1","60+ years",19,0,2210.95511373851,1963.97277662337,2522.25631356953,2210.95511373851,1963.97277662337,2522.25631356953,16.2999627636239,14.2320474626917,18.8420600417264,16.2999627636239,14.2320474626917,18.8420600417264,346.360311592611,302.087517986186,400.709067932575,346.360311592611,302.087517986186,400.709067932575,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,132005.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,114462,0,"80–84","VE0","cov10","High"
"Scenario_1","60+ years",20,0,1857.20015592921,1642.95379586002,2133.05879597691,1857.20015592921,1642.95379586002,2133.05879597691,13.691952947455,11.8955519875993,15.9425819751674,13.691952947455,11.8955519875993,15.9425819751674,290.942326553974,252.479447031032,339.057165249982,290.942326553974,252.479447031032,339.057165249982,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,132005.4,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,101324,0,"85+","VE0","cov10","High"
"Scenario_2","<1 (novacc)",1,0,5360.11377029458,4769.37178121381,6065.00931067969,5360.11377029458,4769.37178121381,6065.00931067969,8.08483283683892,7.1663608471222,9.17548631739299,8.08483283683892,7.1663608471222,9.17548631739299,882.549903341904,778.294191868193,1005.60114975894,882.549903341904,778.294191868193,1005.60114975894,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,105039,0,"<1","VE0","cov10","High"
"Scenario_2","1-11 years",2,0,23325.0834986378,20765.9670149126,26322.4644461018,23325.0834986378,20765.9670149126,26322.4644461018,35.1819772999767,31.2043133728722,39.8206896823008,35.1819772999767,31.2043133728722,39.8206896823008,3840.50620366465,3389.17000000706,4364.00323761177,3840.50620366465,3389.17000000706,4364.00323761177,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,469296,0,"1-4","VE0","cov10","High"
"Scenario_2","1-11 years",3,0,28712.6293858917,25563.9525707379,32392.6083003576,28712.6293858917,25563.9525707379,32392.6083003576,43.3081868854224,38.41433050329,49.0034233954552,43.3081868854224,38.41433050329,49.0034233954552,4727.57284176414,4172.30214569802,5370.32313928795,4727.57284176414,4172.30214569802,5370.32313928795,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,609895,0,"5–9","VE0","cov10","High"
"Scenario_2","1-11 years",4,0,10928.6026677536,9705.74117743779,12368.6864781874,10928.6026677536,9705.74117743779,12368.6864781874,16.4839646125951,14.583091886718,18.7124807844597,16.4839646125951,14.583091886718,18.7124807844597,1644.52601110266,1446.67567025059,1875.06376556893,1644.52601110266,1446.67567025059,1875.06376556893,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,240863,0,"10-11","VE0","cov10","High"
"Scenario_2","12-17 years",5,76943.7,33109.3833592583,29479.344081822,37343.5992518927,30591.3258928878,27230.1634035408,34511.6532085465,19.1486469959603,17.0264086164482,21.6203079123439,17.6923409990808,15.7272974429289,19.9807747481403,3085.49270969179,2733.96643410922,3493.32273824168,2850.8327080008,2525.34440072948,3228.43007983488,2518.0574663705,2249.18067828121,2831.94604334617,1.45630599687952,1.29911117351937,1.63953316420361,234.660001690989,208.62203337974,264.892658406795,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,30.5567688694991,27.1699032475509,34.2096572067297,52834.8438891758,46930.2492196763,59227.9564431386,327.894398046255,290.471243947568,368.818665763577,769437,0.1,NA,"VE0","cov10","High"
"Scenario_2","18-59 years",6,0,10701.6636468642,9473.0651166557,12156.5015142234,10701.6636468642,9473.0651166557,12156.5015142234,6.18925388068282,5.4709123066568,7.03843984877957,6.18925388068282,5.4709123066568,7.03843984877957,997.297497379696,878.285669664228,1137.39276895908,997.297497379696,878.285669664228,1137.39276895908,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,256717,0,"18–19","VE0","cov10","High"
"Scenario_2","18-59 years",7,0,27670.5326759823,24619.377461308,31237.9703731297,27670.5326759823,24619.377461308,31237.9703731297,9.55588201736284,8.49799507788444,10.7920645663951,9.55588201736284,8.49799507788444,10.7920645663951,2181.57421706736,1934.21088058944,2469.64181340453,2181.57421706736,1934.21088058944,2469.64181340453,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,701679,0,"20–24","VE0","cov10","High"
"Scenario_2","18-59 years",8,0,26683.3075089007,23747.9623529433,30135.1433432646,26683.3075089007,23747.9623529433,30135.1433432646,9.21494867387893,8.19720250968223,10.4110623470685,9.21494867387893,8.19720250968223,10.4110623470685,2103.74033522039,1865.74558680965,2382.45575787912,2103.74033522039,1865.74558680965,2382.45575787912,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,719689,0,"25–29","VE0","cov10","High"
"Scenario_2","18-59 years",9,0,24478.8405469795,21772.8998376337,27654.8895348828,24478.8405469795,21772.8998376337,27654.8895348828,9.81364619254774,8.71866837838675,11.0970919330836,9.81364619254774,8.71866837838675,11.0970919330836,1922.26995822141,1703.62639205801,2177.8301021634,1922.26995822141,1703.62639205801,2177.8301021634,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,699417,0,"30–34","VE0","cov10","High"
"Scenario_2","18-59 years",10,0,23234.4947508877,20651.8593683737,26287.6226950111,23234.4947508877,20651.8593683737,26287.6226950111,9.31478394616833,8.26966483722713,10.5485250418004,9.31478394616833,8.26966483722713,10.5485250418004,1824.5541968529,1615.85105601852,2070.2040923758,1824.5541968529,1615.85105601852,2070.2040923758,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,702201,0,"35–39","VE0","cov10","High"
"Scenario_2","18-59 years",11,0,20734.8609479709,18426.6097285787,23476.6409352693,20734.8609479709,18426.6097285787,23476.6409352693,6.06647905815678,5.38750500600015,6.8722923111265,6.06647905815678,5.38750500600015,6.8722923111265,1828.33461730627,1618.52632418268,2076.37010934622,1828.33461730627,1618.52632418268,2076.37010934622,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,665907,0,"40–44","VE0","cov10","High"
"Scenario_2","18-59 years",12,0,16533.0753723658,14714.3105889546,18681.3646714487,16533.0753723658,14714.3105889546,18681.3646714487,4.83714628060719,4.3021637785618,5.46853905415078,4.83714628060719,4.3021637785618,5.46853905415078,1457.83442240968,1292.53295199484,1652.19232492528,1457.83442240968,1292.53295199484,1652.19232492528,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,566682,0,"45–49","VE0","cov10","High"
"Scenario_2","18-59 years",13,0,14308.8219870392,12713.3600057211,16194.4723993541,14308.8219870392,12713.3600057211,16194.4723993541,6.61612870739029,5.86642547637468,7.50000958144381,6.61612870739029,5.86642547637468,7.50000958144381,1306.38179077369,1155.86263675187,1483.39487158352,1306.38179077369,1155.86263675187,1483.39487158352,0,0,0,0,0,0,0,0,0,"Ceará",0.103856069451827,0.0741175155897677,0.140287888943536,76943.7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,517683,0,"50–54","VE0","cov10","High"
